Caulobacter_AP07_pacbio_PROKKA_00008	iML1515.b2463	60.1	755	298	3	1	753	1	754	3.20e-304	850
Caulobacter_AP07_pacbio_PROKKA_00008	iSDY_1059.SDY_2645	60.1	755	298	3	1	753	1	754	6.43e-304	849
Caulobacter_AP07_pacbio_PROKKA_00008	iSSON_1240.SSON_2543	60.1	755	298	3	1	753	1	754	6.43e-304	849
Caulobacter_AP07_pacbio_PROKKA_00008	iSbBS512_1146.SbBS512_E2829	59.7	755	301	3	1	753	1	754	3.68e-303	847
Caulobacter_AP07_pacbio_PROKKA_00008	iSF_1195.SF2505	59.9	755	300	3	1	753	1	754	1.05e-302	846
Caulobacter_AP07_pacbio_PROKKA_00008	STM_v1_0.STM2472	59.6	755	302	3	1	753	1	754	6.93e-301	842
Caulobacter_AP07_pacbio_PROKKA_00008	iYL1228.KPN_02797	59.2	758	306	3	1	756	1	757	9.82e-301	841
Caulobacter_AP07_pacbio_PROKKA_00008	iPC815.YPO3034	59.3	757	303	4	1	753	1	756	9.86e-299	836
Caulobacter_AP07_pacbio_PROKKA_00008	iCN718.ABAYE_RS06135	55.8	751	325	5	2	750	3	748	1.03e-284	800
Caulobacter_AP07_pacbio_PROKKA_00009	iYO844.BSU32460	46.2	117	58	2	1	115	1	114	3.47e-30	103
Caulobacter_AP07_pacbio_PROKKA_00009	iJN1463.PP_4285	43.6	117	64	1	1	115	1	117	8.75e-29	100
Caulobacter_AP07_pacbio_PROKKA_00010	iJN1463.PP_4278	49.0	480	236	6	9	480	2	480	9.02e-143	418
Caulobacter_AP07_pacbio_PROKKA_00011	iJN1463.PP_4279	55.8	762	337	0	20	781	24	785	2.27e-282	797
Caulobacter_AP07_pacbio_PROKKA_00013	iJN1463.PP_4281	59.8	423	168	2	2	422	6	428	3.99e-167	476
Caulobacter_AP07_pacbio_PROKKA_00014	STM_v1_0.STM0051	40.1	294	160	8	1	291	1	281	2.81e-52	174
Caulobacter_AP07_pacbio_PROKKA_00014	iML1515.b2162	36.0	275	169	4	6	279	5	273	8.71e-49	165
Caulobacter_AP07_pacbio_PROKKA_00014	iSSON_1240.SSON_2218	36.0	275	169	4	6	279	5	273	8.71e-49	165
Caulobacter_AP07_pacbio_PROKKA_00014	iYL1228.KPN_00025	37.7	316	173	10	7	318	5	300	7.52e-48	162
Caulobacter_AP07_pacbio_PROKKA_00014	iSF_1195.SF2247	35.8	279	164	6	6	279	5	273	9.47e-48	162
Caulobacter_AP07_pacbio_PROKKA_00014	iML1515.b0030	39.1	289	158	9	7	291	5	279	6.29e-46	157
Caulobacter_AP07_pacbio_PROKKA_00014	iSbBS512_1146.SbBS512_E0034	39.1	289	158	9	7	291	5	279	1.24e-45	156
Caulobacter_AP07_pacbio_PROKKA_00015	STM_v1_0.STM0364	30.5	262	145	14	8	257	12	248	2.24e-09	60.5
Caulobacter_AP07_pacbio_PROKKA_00015	iJN1463.PP_4755	22.0	592	372	17	142	706	248	776	3.13e-09	60.1
Caulobacter_AP07_pacbio_PROKKA_00017	iYL1228.KPN_01770	51.9	441	212	0	13	453	15	455	6.25e-132	389
Caulobacter_AP07_pacbio_PROKKA_00019	iLB1027_lipid.PHATRDRAFT_54476	28.6	217	85	8	72	218	71	287	1.63e-11	64.3
Caulobacter_AP07_pacbio_PROKKA_00022	iJN1463.PP_4287	47.8	157	79	1	14	167	12	168	1.34e-36	124
Caulobacter_AP07_pacbio_PROKKA_00023	iJN1463.PP_4286	64.0	300	106	1	3	300	5	304	1.10e-154	434
Caulobacter_AP07_pacbio_PROKKA_00023	iYL1228.KPN_01787	61.1	303	112	2	3	300	8	309	1.50e-143	406
Caulobacter_AP07_pacbio_PROKKA_00024	iYL1228.KPN_01762	60.0	402	157	1	13	414	6	403	1.61e-161	460
Caulobacter_AP07_pacbio_PROKKA_00025	iYL1228.KPN_01761	47.6	410	213	1	2	411	9	416	3.68e-115	342
Caulobacter_AP07_pacbio_PROKKA_00025	iPC815.YPO3249	44.6	406	223	1	3	408	9	412	6.28e-108	324
Caulobacter_AP07_pacbio_PROKKA_00026	iSynCJ816.SGL_RS13580	46.7	482	207	10	6	476	2	444	6.33e-126	374
Caulobacter_AP07_pacbio_PROKKA_00032	iCN900.CD630_31950	32.8	967	457	18	8	945	4	806	1.73e-153	473
Caulobacter_AP07_pacbio_PROKKA_00039	iJN1463.PP_2416	35.0	183	96	6	354	515	23	203	3.52e-14	72.4
Caulobacter_AP07_pacbio_PROKKA_00039	iEK1008.Rv1349	35.7	185	93	8	342	503	332	513	8.40e-13	70.5
Caulobacter_AP07_pacbio_PROKKA_00039	iYL1228.KPN_02373	33.1	181	111	5	341	515	4	180	2.42e-13	69.7
Caulobacter_AP07_pacbio_PROKKA_00039	iAF987.Gmet_2439	30.5	197	117	3	341	519	5	199	4.52e-13	68.9
Caulobacter_AP07_pacbio_PROKKA_00039	iPC815.YPO2060	35.4	178	88	6	353	515	15	180	4.52e-13	68.9
Caulobacter_AP07_pacbio_PROKKA_00039	iEK1008.Rv1621c	36.2	229	109	9	5	216	316	524	3.12e-12	68.6
Caulobacter_AP07_pacbio_PROKKA_00039	iYL1228.KPN_00969	32.7	202	119	7	340	530	10	205	1.19e-12	67.8
Caulobacter_AP07_pacbio_PROKKA_00039	iAF692.Mbar_A2149	30.7	212	124	7	15	214	14	214	1.43e-11	66.2
Caulobacter_AP07_pacbio_PROKKA_00039	iSynCJ816.SGL_RS14425	33.3	195	95	8	349	519	58	241	9.64e-12	65.5
Caulobacter_AP07_pacbio_PROKKA_00039	iSynCJ816.SGL_RS13290	33.9	186	100	8	20	199	18	186	3.57e-12	65.5
Caulobacter_AP07_pacbio_PROKKA_00039	iSynCJ816.SGL_RS10355	35.8	187	102	6	23	200	40	217	1.81e-11	65.5
Caulobacter_AP07_pacbio_PROKKA_00041	iJN1463.PP_2193	27.6	715	428	24	60	727	146	817	2.74e-45	173
Caulobacter_AP07_pacbio_PROKKA_00042	iJN1463.PP_0860	24.3	383	213	12	2	335	3	357	1.13e-04	43.9
Caulobacter_AP07_pacbio_PROKKA_00051	iAF987.Gmet_2057	46.5	258	138	0	7	264	20	277	7.21e-75	229
Caulobacter_AP07_pacbio_PROKKA_00051	iAF987.Gmet_3284	44.7	253	140	0	12	264	19	271	5.05e-71	219
Caulobacter_AP07_pacbio_PROKKA_00053	iML1515.b1856	41.4	58	32	1	267	324	343	398	7.39e-05	44.3
Caulobacter_AP07_pacbio_PROKKA_00056	iJN1463.PP_4903	35.4	288	164	8	38	315	59	334	1.60e-33	126
Caulobacter_AP07_pacbio_PROKKA_00057	iJN1463.PP_2805	50.4	484	235	3	1	481	7	488	1.17e-176	505
Caulobacter_AP07_pacbio_PROKKA_00057	iCN718.ABAYE_RS02690	48.3	482	245	4	4	482	3	483	3.28e-163	471
Caulobacter_AP07_pacbio_PROKKA_00058	iJN1463.PP_2872	27.8	284	192	10	1	277	1	278	2.57e-24	99.4
Caulobacter_AP07_pacbio_PROKKA_00059	iML1515.b0867	36.2	235	119	7	21	235	47	270	1.26e-37	132
Caulobacter_AP07_pacbio_PROKKA_00063	iNF517.LLMG_RS08455	36.7	308	179	7	10	305	5	308	1.50e-44	154
Caulobacter_AP07_pacbio_PROKKA_00065	iAF987.Gmet_0406	32.4	503	286	16	86	549	60	547	6.58e-55	196
Caulobacter_AP07_pacbio_PROKKA_00065	STM_v1_0.STM0122	31.3	502	296	15	85	554	70	554	9.09e-51	184
Caulobacter_AP07_pacbio_PROKKA_00065	iJN1463.PP_1331	30.3	491	303	11	86	548	60	539	4.10e-50	182
Caulobacter_AP07_pacbio_PROKKA_00065	iML1515.b0084	30.9	502	298	15	85	554	70	554	2.22e-49	180
Caulobacter_AP07_pacbio_PROKKA_00065	iSbBS512_1146.SbBS512_E0077	30.9	502	298	15	85	554	70	554	2.22e-49	180
Caulobacter_AP07_pacbio_PROKKA_00065	iSDY_1059.SDY_0114	30.9	502	298	15	85	554	70	554	2.22e-49	180
Caulobacter_AP07_pacbio_PROKKA_00065	iYL1228.KPN_00088	30.9	502	298	15	85	554	70	554	2.06e-48	177
Caulobacter_AP07_pacbio_PROKKA_00065	iSSON_1240.SSON_0092	30.7	502	299	15	85	554	70	554	2.06e-48	177
Caulobacter_AP07_pacbio_PROKKA_00065	iSF_1195.SF0081	30.7	502	299	15	85	554	70	554	2.83e-48	177
Caulobacter_AP07_pacbio_PROKKA_00066	iJN1463.PP_1332	41.0	485	254	11	16	480	16	488	2.08e-82	263
Caulobacter_AP07_pacbio_PROKKA_00066	iPC815.YPO0550	39.5	479	262	9	22	482	20	488	2.86e-76	247
Caulobacter_AP07_pacbio_PROKKA_00066	STM_v1_0.STM0123	38.6	479	262	9	22	480	25	491	4.56e-76	246
Caulobacter_AP07_pacbio_PROKKA_00066	iSbBS512_1146.SbBS512_E0078	38.6	477	265	9	22	480	25	491	4.91e-75	244
Caulobacter_AP07_pacbio_PROKKA_00066	iSSON_1240.SSON_0093	38.4	479	265	9	22	480	25	493	1.43e-74	243
Caulobacter_AP07_pacbio_PROKKA_00066	iSF_1195.SF0082	38.4	479	267	9	22	482	25	493	3.75e-74	241
Caulobacter_AP07_pacbio_PROKKA_00066	iML1515.b0085	38.6	477	265	9	22	480	25	491	5.26e-74	241
Caulobacter_AP07_pacbio_PROKKA_00066	iSDY_1059.SDY_0115	38.2	477	267	9	22	480	25	491	7.39e-74	241
Caulobacter_AP07_pacbio_PROKKA_00066	iYL1228.KPN_00089	37.4	487	277	10	12	480	15	491	1.45e-73	240
Caulobacter_AP07_pacbio_PROKKA_00066	iEK1008.Rv2158c	38.2	497	256	13	16	484	59	532	1.06e-72	239
Caulobacter_AP07_pacbio_PROKKA_00067	iJN1463.PP_1333	33.8	461	283	15	1	453	1	447	1.32e-49	175
Caulobacter_AP07_pacbio_PROKKA_00067	iYL1228.KPN_00090	35.3	402	240	12	6	399	4	393	3.35e-49	174
Caulobacter_AP07_pacbio_PROKKA_00067	iPC815.YPO0551	35.3	414	231	12	5	403	12	403	7.35e-48	170
Caulobacter_AP07_pacbio_PROKKA_00067	iYO844.BSU04570	32.2	453	279	14	7	445	5	443	5.19e-47	168
Caulobacter_AP07_pacbio_PROKKA_00067	iAF987.Gmet_0408	34.7	464	259	15	5	443	2	446	9.22e-47	167
Caulobacter_AP07_pacbio_PROKKA_00067	iML1515.b0086	34.4	398	243	12	7	397	5	391	1.73e-44	161
Caulobacter_AP07_pacbio_PROKKA_00067	iSbBS512_1146.SbBS512_E0079	34.4	398	243	12	7	397	5	391	1.73e-44	161
Caulobacter_AP07_pacbio_PROKKA_00067	iSSON_1240.SSON_0094	34.4	398	243	12	7	397	5	391	1.73e-44	161
Caulobacter_AP07_pacbio_PROKKA_00067	iSDY_1059.SDY_0116	34.4	398	243	12	7	397	5	391	2.40e-44	160
Caulobacter_AP07_pacbio_PROKKA_00067	STM_v1_0.STM0124	34.0	403	244	12	8	403	10	397	3.32e-44	160
Caulobacter_AP07_pacbio_PROKKA_00067	iCN718.ABAYE_RS01960	29.9	432	282	11	6	428	14	433	5.93e-44	160
Caulobacter_AP07_pacbio_PROKKA_00067	iSF_1195.SF0083	35.1	410	224	15	7	397	5	391	8.85e-44	159
Caulobacter_AP07_pacbio_PROKKA_00067	iNF517.LLMG_RS01860	30.1	452	268	13	8	442	9	429	2.62e-43	157
Caulobacter_AP07_pacbio_PROKKA_00068	iAF987.Gmet_0409	51.6	353	162	4	19	371	15	358	4.41e-118	346
Caulobacter_AP07_pacbio_PROKKA_00068	iJN1463.PP_1334	51.5	371	169	5	1	371	1	360	3.81e-117	343
Caulobacter_AP07_pacbio_PROKKA_00068	iPC815.YPO0552	48.1	364	182	3	8	371	4	360	2.13e-111	329
Caulobacter_AP07_pacbio_PROKKA_00068	iML1515.b0087	48.1	364	182	4	8	371	4	360	1.72e-110	327
Caulobacter_AP07_pacbio_PROKKA_00068	iYL1228.KPN_00091	48.1	364	182	4	8	371	4	360	1.72e-110	327
Caulobacter_AP07_pacbio_PROKKA_00068	iSbBS512_1146.SbBS512_E0080	48.1	364	182	4	8	371	4	360	1.72e-110	327
Caulobacter_AP07_pacbio_PROKKA_00068	iSDY_1059.SDY_0117	48.1	364	182	4	8	371	4	360	1.72e-110	327
Caulobacter_AP07_pacbio_PROKKA_00068	iSF_1195.SF0084	48.1	364	182	4	8	371	4	360	1.72e-110	327
Caulobacter_AP07_pacbio_PROKKA_00068	iSSON_1240.SSON_0095	48.1	364	182	4	8	371	4	360	1.72e-110	327
Caulobacter_AP07_pacbio_PROKKA_00068	STM_v1_0.STM0125	47.5	364	184	4	8	371	4	360	6.91e-110	325
Caulobacter_AP07_pacbio_PROKKA_00068	iCN718.ABAYE_RS01965	45.1	379	193	7	1	371	1	372	2.45e-105	314
Caulobacter_AP07_pacbio_PROKKA_00069	iAF987.Gmet_0410	39.9	466	247	12	8	462	4	447	4.66e-78	250
Caulobacter_AP07_pacbio_PROKKA_00070	iJN1463.PP_1336	33.1	359	218	12	57	399	22	374	2.70e-37	139
Caulobacter_AP07_pacbio_PROKKA_00070	iML1515.b0089	29.8	356	232	9	57	399	45	395	1.04e-33	130
Caulobacter_AP07_pacbio_PROKKA_00071	iJN1463.PP_1337	38.9	357	204	7	3	355	6	352	3.01e-53	179
Caulobacter_AP07_pacbio_PROKKA_00071	iSDY_1059.SDY_0120	37.5	371	198	11	3	361	6	354	1.84e-49	169
Caulobacter_AP07_pacbio_PROKKA_00071	iML1515.b0090	37.5	371	198	11	3	361	6	354	3.61e-49	168
Caulobacter_AP07_pacbio_PROKKA_00071	iSF_1195.SF0087	37.5	371	198	11	3	361	6	354	3.61e-49	168
